run_id,NSE on Flow,NSE on Soil,KGE on Flow,KGE on Soil
0,0.766508531913152,-40.43585956446872,0.7769116530235503,0.12648336102985447
1,0.05722117677970573,-25.118900423696555,0.26126706885177575,0.016841090165798156
2,0.5570673446648577,-7.996603893184966,0.5615269526366712,0.4324411812076595
3,0.5795289031376992,-14.69117715459677,0.7256711756732792,0.6207952727072037
4,-0.6562070830381888,-0.35762799969716785,0.20132815118325453,0.8647410635462023
5,0.3492894427277208,-0.4105130051806207,0.43677249790853134,0.6172980052783045
6,0.5358407546502262,-15.062764927781725,0.5104078687997022,0.28554964399361993
7,0.42492476660382705,-61.49690958741159,0.4876952148071454,-0.18532224421981058
8,0.7550101483554459,-0.173650154299686,0.8203208989819643,0.6453358619784475
9,0.8172381588552061,0.4013587777372879,0.795604943106995,0.48066199910258556
10,-0.40467206917986265,-3.7529481159837186,0.143566562899604,0.5983659741298316
11,0.5496585971121466,-14.181430196115434,0.6395083605695331,0.2080540556965781
12,0.6664975312182195,-1.9149747521960983,0.7114793668392015,0.7506226279205851
13,0.6770073582362826,-19.623045422178496,0.7131373910422789,0.266657992263327
14,0.7780625760310975,-3.6484491756969044,0.848894100474997,0.6858126402469369
15,0.714905100496178,-26.72262257260656,0.6554187585068723,0.07665814582517594
16,0.5623906814886968,-2.2592842773239674,0.5434820852647448,0.4215934082103624
17,-0.04150063200963161,-109.55927425521723,0.2959555941161225,-0.3447442275383865
18,0.7486503250332417,0.2746134033826165,0.7542191951985044,0.7351042866089139
19,0.6168374024361074,-28.683501959051778,0.05801199090300191,-0.42179854445950316
20,0.7241150528370772,-1.3635901904295196,0.7915534093751062,0.4878331573352255
21,-0.5201205929136581,-72.79475933537825,-0.26776555374086186,-0.5362915288413566
22,0.8023999904573409,0.05027533156980635,0.7941575858875093,0.4212448761922506
23,0.8308010691854872,-44.54637441225531,0.7421598931208895,0.04088578143332422
24,0.7770187044963668,-34.72109385266957,0.7778557192174493,0.38757217337421046
25,0.7188544975049147,-36.00698830269592,0.6923013623647231,0.15108883813694152
26,0.7626143909961954,-2.1072959142762833,0.7725492676302543,0.8184416667887159
27,0.46924156384111126,-19.150806994215795,0.5240976859898221,0.050208443028372574
28,0.8579347919543466,-3.6425819544910105,0.9242680465324684,0.6265563065710951
29,0.7236803596794477,-33.94627009167552,0.6516129435978982,0.0218899299992259
30,0.034510085104477395,0.23552910137065997,0.3288473685657982,0.897443092838319
31,0.21369043649886132,-1.5534360185644358,0.37177309217997745,0.8018914138402673
32,0.6439451207279698,0.31810072862585503,0.680893975766039,0.21527506749736092
33,0.787231733759817,-70.67714260128815,0.7393941291275181,-0.15278685022300653
34,0.5783207297384083,-82.19186686845511,0.5651457112294687,-0.09581078081283234
35,0.08172578008098152,-13.876288006526316,0.32355119586183745,0.6014063826141334
36,-0.8260015099717997,0.7229151208341892,0.17679176804168828,0.7364801908434788
37,0.5241282588053975,-23.97987364989328,0.5516171028437482,0.028920731670468935
38,0.3615574866611466,-30.01271178237408,-0.000706056215255213,-0.442299926662604
39,0.25704304263433164,-87.66240938280123,0.45600910779756043,-0.13302506018755067
40,0.7303064899157867,-81.05039242930059,0.783604613371551,-0.05150618049781719
41,0.5631811066173452,-19.317037727768124,0.5702206987680147,0.5630257651365637
42,0.6682332719164943,-23.088759694809124,0.7123437067974705,0.16837281952706817
43,-0.7509347065245593,-3.012106550754078,0.19460134921566485,0.37974332128854205
44,0.40367166517081376,-1.3131014103926515,0.5306792236139046,0.7209123518606004
45,0.6454145561395984,-4.343788521905527,0.6963596268938603,0.24445400069399315
46,0.6699780545162262,-4.9471962635320255,0.6649679696929909,0.7585642914411804
47,0.3272355384162201,-30.878334955215518,0.4253041004239919,0.4549109442264795
48,-1.4366272293336486,-19.809702006350314,-0.35160293949736166,-0.4111004733255752
49,0.6531255315543985,-9.595480849452404,0.6602686082737979,0.3997270362108859
50,0.6940395838956266,-31.32227361053645,0.7028208852871412,0.25223028287956073
51,-0.2736449000409238,-51.84469833770519,0.20072255043492038,-0.1296648874811679
52,0.32612619828626443,-5.900099830139301,0.48257378639714477,0.5107215802822294
53,0.8121423046520518,0.550669580428486,0.8534309819425648,0.48994198090123997
54,0.5384580841611357,-0.5345724392537665,0.6047152541319765,0.4792865810036112
55,0.5200174227327488,-0.0683535093549037,0.6656773547589856,0.6785205449950673
56,0.35220854982925465,-1.0326380903064898,0.5530765526728574,0.758657089506387
57,0.7399617849646349,-35.32934964182366,0.7296436874919617,0.1905281788199784
58,0.5582974922880557,-63.12907341946682,0.54864250859279,0.10990833021392021
59,0.390714871416022,-4.239749761364484,0.4849100627081573,0.57553208530708
60,0.6762835568330396,-0.664188154099058,0.6598082313984954,0.5804234150130718
61,-1.5467515906824278,-0.59161261410413,-0.11799338932967451,0.032231218928079564
62,0.7612336646772405,-1.494395305653312,0.8666191259829246,0.4479159023939103
63,0.7800179578542306,-6.682526827054963,0.8095236217572477,0.4582730779253613
64,0.5154982739207516,-2.222373679360276,0.5283458172908942,0.5057919026166475
65,-0.4864802188131716,-27.985624705804696,0.2668226045199181,0.39891085749123034
66,0.4507065139953247,-55.64024300536758,0.6378746033296373,0.020899356707958172
67,-0.6072606317359712,-1.7233832685776398,0.04848671664543702,0.011279741564964696
68,0.5530268421445834,-0.8837957887085994,0.5804959769299748,0.3984385760452749
69,0.403648543734231,-1.4687850140053236,0.4419525453560613,0.8336940728581308
70,0.8567770143722597,-41.31266518356876,0.7342027102772144,-0.1022400333873752
71,0.7304566541131052,-41.380848073938374,0.6884886552326749,-0.015438500901443941
72,0.7188156384540219,0.3664461914626711,0.72660460268577,0.7363032392146445
73,0.4803888813149195,-13.160411015574534,0.5273869786458129,0.625321695773551
74,0.5358742294717078,0.2793736334563184,0.5107457968136218,0.6991196311044681
75,0.44242834502407513,-1.2165956450919313,0.5216892376362048,0.3611331764044302
76,0.7936748835891012,-22.84441808619172,0.7634834408522171,0.14466201295355252
77,0.610034371938658,-29.795385802611243,0.6237646712507366,-0.028521698842282284
78,0.8105578958106926,-19.52435090842562,0.7738657819283656,0.17539691450693695
79,0.6644197238729793,-57.130109975334754,0.6352961890960938,0.023281068116893677
80,0.6993409910437569,0.20631785201340203,0.6890132713938483,0.4169140599142326
81,-2.024854811663095,-1.5126704396050035,-0.5770545058737189,-0.35142607432654316
82,0.8096361938511027,0.7978553785764984,0.8883109544399506,0.8962563401633576
83,0.5766451249446842,0.6467039408024997,0.5557118033734096,0.8841326056763096
84,0.5955486154782551,0.485790605125914,0.49930613718438743,0.8994049544796573
85,0.193371389942656,-1.0000645488165225,0.4050819800063774,0.3978653611450973
86,0.1612024767766429,-9.451029887678251,0.04869203778396569,0.5808082613046264
87,0.5442020750390529,-65.11676493554259,0.5188998392795189,-0.17824207211617038
88,0.8695057661505782,-21.79212444339691,0.7696902206918281,0.08296365444534393
89,0.45709000682933687,-45.10548435061049,0.6067593085196513,0.0032218444812863734
90,0.708067719786805,0.2651251244109467,0.7202067333240117,0.3790474902451698
91,-0.038719996472852625,-6.422096682233337,-0.1346404805315311,-0.36828439959192516
92,0.24298355793227955,0.7991786973214815,0.4331980137991357,0.8721451247475959
93,0.4045780817107343,0.2706310400822586,0.46413904701106456,0.6807156187972465
94,-0.386641886371873,-105.83772974534507,-0.1646000713140927,-0.6440814096175136
95,0.813667347742217,-35.74994269489623,0.7583240405241334,0.05094368082533984
96,0.7883735049910661,0.24248067146483487,0.7652296079979435,0.6935408509998003
97,0.8114728257260516,-3.114028179799699,0.8321177137279867,0.5750919071390006
98,0.5311112661430196,-6.040919919055132,0.6894083271551301,0.229163879252672
99,0.20171737068204165,0.0238095087280622,0.40420684663921713,0.6193904414524996
100,0.48120851290068656,-27.82950472243209,0.5103770198495419,0.12024159366845055
101,0.6928095404002268,-9.317104370201683,0.7628691060449838,0.2715931060857577
102,-0.6780203119551977,-58.35312091876748,-0.21748095520747035,-0.5187920422654355
103,-0.06576052192247017,-54.097844476516634,0.30617707974325314,0.10307987471909696
