run_id,bb,satdk,satpsi,slop,smcmax,wltsmc,max_gw_storage,Cgw,expon,K_nash,refkdt,trigger_z_fact,alpha_fc,K_lf
0,14.79609746820305,0.0003842246783020037,0.7002962340604753,0.7680960665360377,0.8419434149295038,0.2568152036817795,201.6296650408217,1.7729761865443159,6.784967743556583,0.05318551173951689,2.1831785782522743,0.667603839744277,0.27772639521750164,0.13762759439088962
1,1.773034782738014,4.197536315622395e-05,0.720447982122516,0.44120952136356456,0.5662991951177561,0.21510031799888368,117.06700364427977,1.9829344920411285,1.3429608877546024,0.5456325242994935,1.9453486026626392,0.38519704936076826,0.3074118855897138,0.7126744737570441
2,14.76291094665703,0.0006889846694864675,0.08220999781275484,0.1642673940047387,0.7906293471716446,0.19244614725845982,58.79712596304069,2.3399308819085634,7.015711817047172,0.46679856631766575,3.8852897918897944,0.2885643764520117,0.27768199842906266,0.3177641892528541
3,11.295349828389663,0.0005190132961335927,0.11977547062873103,0.4740068260547824,0.8586417012927945,0.412953002107087,197.0392641682945,3.404155943392235,2.6024385127990635,0.06929478918516029,0.7364813764083232,0.3421241272793129,0.29717035854869944,0.5483819498207991
4,8.544872923431228,0.0006822517028960193,0.22954285082658085,0.5702661644287293,0.5701166469604545,0.20186263124676465,28.964433266918128,8.151445828739051,2.0963362664844607,0.504888812874441,0.4595473491937144,0.347257558197406,0.20937654429852173,0.035617425105850586
5,21.881434314235193,0.00022508217755554276,0.556161754446787,0.2986152436071187,0.4876134551530324,0.0950179183113855,122.71701678093056,6.823887350955518,4.132257548135735,0.6896995510747258,0.5298482713971803,0.4140362017451746,0.273532154777873,0.48668723050703244
6,17.491023494785424,0.000277220136329536,0.3070558688856352,0.5010392226673948,0.757721207263244,0.17060139334402086,75.33912392801452,2.351015701461157,0.415722353967653,0.07144002840892785,1.2154060001609814,0.39495324313989044,0.2743762623721999,0.08905946872238188
7,10.789657752039437,0.0005745478920324613,0.7482482867012172,0.2551041467703809,0.9608448156465521,0.05944150399943069,127.73557472409026,5.338217140167812,3.8737286718999955,0.8867191898539162,2.405285817853065,0.48126146496110245,0.2993852680106659,0.7193814483389623
8,3.881356976421962,0.00035558057410058866,0.41126359960617914,0.45271506406928574,0.7217848723040702,0.18104496737700324,186.4969548462339,9.505298691327015,1.689390914092374,0.17119035524151957,0.15963967082221464,0.32241416867931577,0.11824431189635194,0.1649020899735948
9,16.735964347505053,0.0005605131478728801,0.5144854615495911,0.642983878973993,0.5407513328182568,0.057948593527574664,58.63272642889377,2.7888595383811414,1.2760430217329728,0.5985392257400876,0.26673266419557085,0.5468027364000919,0.2555115982384227,0.40466104246900114
10,15.35617909383797,0.0002604649678666725,0.11154403439920846,0.09418955844777165,0.45978953791632254,0.2491182498230696,180.16764970165568,3.6725739709641907,3.3273241706862087,0.9067290337131948,0.6797696349354904,0.3824999972188029,0.19726975645858097,0.9452723842771307
11,14.51076984556891,6.07199954426956e-05,0.7532069055458834,0.48134800410967454,0.7338709059501916,0.10058908393640033,75.2853050251299,2.5885461279877617,0.710109630399312,0.07824508226286711,2.899012004897921,0.4689436925619661,0.2990462455499002,0.6543533833622216
12,2.613210928741859,5.9020460672629255e-05,0.7782430236404319,0.5045323295537797,0.6424887754181184,0.13175198281575673,125.81507371739202,8.138935667202682,3.2691986420116095,0.25287121124266243,0.9767589240770527,0.4261724276300276,0.22574897796466517,0.49765372803036256
13,15.370445982964439,0.00018463383857194817,0.49953269546237783,0.1595826502402769,0.7384354263266413,0.20197154717165763,57.50985784045087,1.4758919696777972,0.7285166743100912,0.10174106443803022,1.8431339044414214,0.25282588364589353,0.12087487899250117,0.19337679932572557
14,16.193776435101032,0.0006906728536581121,0.07054407322336954,0.24230532696381624,0.4625254257491317,0.22577003600958312,162.1561341764759,2.640927929541591,7.654458749522044,0.04413505116406319,2.5149440896841115,0.45782121582103974,0.13900276933133845,0.6436463772456088
15,16.153648114993675,0.0003900472768057192,0.4104735188510246,0.4027475710826698,0.8232961070512419,0.09340097397832291,179.51455093553028,0.84828493914354,5.345261499580685,0.8785582250154703,3.1886253784664165,0.5631505299915064,0.30927539109942237,0.06091993778955803
16,16.833702857799246,0.00017133700991333527,0.7662368351887257,0.25826220096717356,0.5700090169185615,0.44639637976040764,166.27061149043251,6.680445426153859,7.37401297177928,0.3097618545572125,3.039434225411074,0.6954745805859118,0.2855441014613792,0.8932904310854891
17,20.703234470776735,0.00030654944510787946,0.6541349313461018,0.04503058263226829,0.9730078811223046,0.19117875184730948,217.03609711639788,9.949426888137804,6.134767005707505,0.9782638175407766,2.4950736930947355,0.6272174745552692,0.11749224598389477,0.5352330118319412
18,17.142352797602662,0.0007123127886927223,0.3747952740810489,0.7731518804947178,0.5542558894884789,0.34530479624363986,61.103913009983714,2.7772367189324254,2.109711428368875,0.33887849151780736,1.6600299226767514,0.4198804451318329,0.2092015916359894,0.4179025175864879
19,0.843440311910873,0.00024012739826603647,0.6040982320386634,0.4337741125006641,0.7286531096026199,0.438304318503212,171.35056429596224,2.084996461712587,0.20489067642708858,0.4081443743190874,0.2291437062043461,0.2649893514265866,0.14383860082428285,0.2273097431987357
20,1.4491793986123525,0.0003990789206726785,0.7461099063505607,0.57650163771516,0.6353559978473515,0.01682583596786288,166.1475843451357,2.394608160372679,5.311447105793499,0.07085088571405468,1.128491962236698,0.5843293761715033,0.13544606568133727,0.21974743058335602
21,1.2334798999563348,6.564984376800466e-06,0.09222772004608884,0.6221907269846585,0.8658332873531553,0.20352948178629265,5.8345558430696185,6.144228255524429,3.0663209075948,0.5504269843148201,2.4596891246624275,0.7365519967200966,0.17782204374972005,0.45748318524215714
22,20.331408558812733,0.0003954257639768339,0.7607828598496416,0.7483000466046273,0.5146145929522605,0.011381316786743603,68.28758568683425,8.513763164966864,0.3128188047734475,0.7913804924585647,3.337291936422561,0.4247385142836629,0.29547538546707697,0.42490199143567264
23,17.404350666527474,7.044105534554539e-05,0.42132090465746624,0.37702716078576487,0.8305861781834492,0.20927273254606346,186.96130900928884,9.44114684221246,2.392845900946852,0.02284080814204711,1.9281711642173587,0.7313378869223748,0.1324646091796186,0.08176847924151437
24,9.516747494368825,0.0004877854573543895,0.6881606301427146,0.8558116756717541,0.8004325459146322,0.42568387897132337,155.29067983825564,8.892433273932602,1.3546159531478417,0.8495457877681715,3.0167996102480896,0.7048458417307603,0.1738345139928521,0.3920122053965905
25,15.589949754302893,0.0004894302239643869,0.7604251700943427,0.306070250933158,0.8193838871266985,0.24446146111796946,60.23976918055372,7.19266578683197,1.3672150922393191,0.2281754326658459,1.8801891871097784,0.37890133752527866,0.2585139427498596,0.12233140093988384
26,15.114455952659608,0.000400793153004903,0.36625148102295596,0.7181609141370983,0.4642559418190372,0.18205547255580673,246.54966194922127,3.1197359519161574,7.7862748293671,0.2715075715447612,2.782652339337175,0.5753780334856031,0.2465796544113912,0.23151219504460463
27,21.719672631712502,0.0005852118854451596,0.3711938676501881,0.12031144891969955,0.7405947539458784,0.001400493337160481,231.6715134027401,7.4222021978309884,7.867439234237562,0.8783814663003091,3.73621455866474,0.6833297555362338,0.1563376149022521,0.07843452386927455
