run_id,bb,satdk,satpsi,slop,smcmax,wltsmc,max_gw_storage,Cgw,expon,K_nash,refkdt,trigger_z_fact,alpha_fc,K_lf
0,21.58792517944014,0.0003491115966463328,0.09187217686056477,0.28278295132320513,0.5181948276704726,0.00022939610766016134,0.11364321607357966,0.000700341020973341,2.1807417719608577,0.9896753295182084,3.3313146322985183,0.5341359571688081,0.31967111422856986,0.5718483624647628
1,21.36420135174885,0.0006088085095118032,0.2544200392876187,0.5358459164992282,0.8496180328739631,0.03519356337482639,0.14284160568341067,0.0005022387455662733,6.248088770520535,0.5183311369510272,1.3035785795021393,0.45564885187761983,0.3197279730362512,0.062448883440060346
2,11.262730990386137,2.4731723650698695e-05,0.1739678607214914,0.27123569658209873,0.5053151390407743,0.11553448451807512,0.20863027557924987,0.0006989484818534056,6.332003701480459,0.357101171160464,0.21851321763164538,0.2514913866086623,0.3070396870095315,0.6311770016221067
3,14.181337773625184,0.0006804403932500885,0.35230459134323505,0.5718311555812199,0.26161959181776734,0.02627391930818692,0.16617342324364667,0.0008117233101528239,5.451842523206103,0.5693547756576491,3.4999279364147275,0.5348209808836946,0.2719230113355529,0.23504149573941752
4,11.447507497869395,0.00041083940068168204,0.2992687287932664,0.28951874521960097,0.6240273176211325,0.11177846910516247,0.10396068605909672,0.0006913815170428996,4.896384221892534,0.606180363994308,2.903972246349295,0.5871362674266261,0.29279655971357,0.3179309308445074
5,20.19437048554248,0.0006286626004775935,0.18366324121901256,0.6274689520482633,0.5502100811986168,0.11263665881131152,0.2096130813741588,0.0016827634921561,2.6973008640295975,0.6215333911755127,1.1961648539871839,0.7148289273743745,0.2155009116246548,0.20444030084523052
6,6.767046241986309,3.483169571127666e-05,0.3060253695179117,0.8102244379188628,0.4845051082377384,0.07650333826173152,0.2173385552997952,0.0008350968146769966,1.847841469191747,0.37061462394309325,2.8969058920504422,0.6945608488276653,0.12318219770162259,0.4787770776731957
7,2.5554435964531583,0.0006778054315535806,0.5060576668963263,0.6649849725727304,0.2468282657996899,0.04052704595484992,0.2244808873828118,0.0014302407541541824,3.040362592083479,0.9492133485166325,2.6296150430990495,0.3428921550922531,0.13860071009087277,0.7658003101398159
8,5.6062752865332595,0.0006665201994833787,0.6955037286633583,0.8084285867827535,0.9958799968175109,0.019576330073636183,0.06796902425501068,0.001114895663728521,3.16652944116806,0.7636476116543561,3.8832176467014112,0.4434458570299082,0.24874761500652764,0.6782956767123597
9,1.3305531420533498,0.00044849722335399194,0.5184657865762689,0.609028060510822,0.6324747398931584,0.1341380374860746,0.09079383257550569,0.0009578902286053771,2.7568026012357927,0.9366047105885522,2.4011445169325945,0.4731690316239535,0.10381660022671416,0.4794645579385865
