Time,lowerlim,median,upperlim
1998-02-20 11:00:00,1.3939868843104335e-05,1.4153334026230842e-05,1.4653528995136168e-05
1998-02-20 12:00:00,1.393397719202077e-05,1.4146666997522338e-05,1.464529940513367e-05
1998-02-20 13:00:00,1.3933185183112028e-05,1.4144514746665797e-05,1.4640460202870173e-05
1998-02-20 14:00:00,1.3912205424683252e-05,1.4124495776736031e-05,1.4622216709805215e-05
1998-02-20 15:00:00,1.389566039117277e-05,1.410840311532213e-05,1.4606922081729026e-05
1998-02-20 16:00:00,1.3891602387550951e-05,1.4103364324335246e-05,1.4599925582913452e-05
1998-02-20 17:00:00,1.3892643997593432e-05,1.410284028225052e-05,1.4596319441905267e-05
1998-02-20 18:00:00,1.3906172623269312e-05,1.4113370096117913e-05,1.4601011415191896e-05
1998-02-20 19:00:00,1.3870462504728729e-05,1.4080318038688967e-05,1.4572999134975293e-05
1998-02-20 20:00:00,1.3847073161871475e-05,1.4058172709121373e-05,1.4553174577141591e-05
1998-02-20 21:00:00,1.3823692682146672e-05,1.4036036378863318e-05,1.453335933763178e-05
1998-02-20 22:00:00,1.3812632963938754e-05,1.40248067620366e-05,1.4521731805627881e-05
1998-02-20 23:00:00,1.3801582094696841e-05,1.4013586130133332e-05,1.4510113576982065e-05
1998-02-21 00:00:00,1.3790540067404323e-05,1.400237447604905e-05,1.4498504644278043e-05
1998-02-21 01:00:00,1.3779506874955772e-05,1.399117179250261e-05,1.4486905000099527e-05
1998-02-21 02:00:00,1.3768482510245762e-05,1.3979978072344664e-05,1.4475314636941405e-05
1998-02-21 03:00:00,1.3757466966257682e-05,1.396879330847074e-05,1.4463733547431802e-05
1998-02-21 04:00:00,1.3746460235930514e-05,1.3957617493600181e-05,1.4452161724110013e-05
1998-02-21 05:00:00,1.3735462312158831e-05,1.3946450620671489e-05,1.4440599159604163e-05
1998-02-21 06:00:00,1.3724473187970433e-05,1.3935292682448894e-05,1.4429045846497958e-05
1998-02-21 07:00:00,1.383538983055528e-05,1.4032021905112448e-05,1.4498425361541028e-05
1998-02-21 08:00:00,1.400847743577813e-05,1.418376792593173e-05,1.4609070326309736e-05
1998-02-21 09:00:00,1.476178577937726e-05,1.4849200633235104e-05,1.5105338635330516e-05
1998-02-21 10:00:00,1.5094696874171512e-05,1.5142578519588151e-05,1.5322508217843856e-05
1998-02-21 11:00:00,1.5898540548094833e-05,1.5913830149975825e-05,1.596728359726037e-05
1998-02-21 12:00:00,1.8764545748441547e-05,1.971571577945734e-05,2.025160666675929e-05
1998-02-21 13:00:00,2.3770954718241538e-05,2.6362051690692687e-05,2.7744994454755807e-05
1998-02-21 14:00:00,3.173315441211746e-05,3.6925495770566476e-05,3.9651133945707136e-05
1998-02-21 15:00:00,2.8175362526149678e-05,3.221673405827719e-05,3.4349501473532715e-05
1998-02-21 16:00:00,2.157801244384993e-05,2.346595313702728e-05,2.448594934120294e-05
1998-02-21 17:00:00,1.7052883857976295e-05,1.7468387590758726e-05,1.7728209788071972e-05
1998-02-21 18:00:00,1.7787646334634252e-05,1.8440385952334555e-05,1.8821558800867217e-05
1998-02-21 19:00:00,2.0868460168356827e-05,2.252890525851528e-05,2.343031111908312e-05
1998-02-21 20:00:00,2.6716924262519296e-05,3.0285588605950193e-05,3.2171928707818725e-05
1998-02-21 21:00:00,2.1976423950441035e-05,2.400909105717757e-05,2.5103272361990227e-05
1998-02-21 22:00:00,1.841459767788237e-05,1.9289559609415232e-05,1.978570464358433e-05
1998-02-21 23:00:00,6.250478100086036e-05,7.674159428190669e-05,8.396125592020822e-05
1998-02-22 00:00:00,0.0001940793711219139,0.0002474358372062041,0.00027423472062073045
1998-02-22 01:00:00,0.0003732265520415647,0.00048019597649449566,0.0005338820045891793
1998-02-22 02:00:00,0.0004471361316460145,0.0005747110092268802,0.000638499263092979
1998-02-22 03:00:00,0.00023061181920939377,0.00029414188161020453,0.0003259247507882477
1998-02-22 04:00:00,9.865339364836195e-05,0.00012294590136357984,0.00013508839261451716
1998-02-22 05:00:00,1.3474135881930138e-05,1.3681109720893314e-05,1.416585607496579e-05
1998-02-22 06:00:00,1.3493405082329059e-05,1.36968351310963e-05,1.4174663604863992e-05
1998-02-22 07:00:00,1.351268290796184e-05,1.3712569299020274e-05,1.4183480202797407e-05
1998-02-22 08:00:00,1.3563113945485726e-05,1.3755955318246625e-05,1.4213180706291801e-05
1998-02-22 09:00:00,1.3493356654221323e-05,1.3692665895708312e-05,1.4162326194934166e-05
1998-02-22 10:00:00,1.3454752561081262e-05,1.3657028310485968e-05,1.4132355574571385e-05
1998-02-22 11:00:00,1.3411775631245904e-05,1.3617511237943821e-05,1.4099458682863491e-05
1998-02-22 12:00:00,1.339995188572371e-05,1.3605645988730758e-05,1.408744566776196e-05
1998-02-22 13:00:00,1.3388136724090672e-05,1.3593789455235056e-05,1.4075441677263712e-05
1998-02-22 14:00:00,1.337742549805121e-05,1.3582913684796277e-05,1.4064180531736525e-05
1998-02-22 15:00:00,1.336672284208973e-05,1.357204661617583e-05,1.4052928396424137e-05
1998-02-22 16:00:00,1.3356028749456074e-05,1.3561188242359986e-05,1.4041685264087889e-05
1998-02-22 17:00:00,1.334534321317804e-05,1.3550338556464405e-05,1.403045112753354e-05
1998-02-22 18:00:00,1.3334666226505477e-05,1.3539497551431432e-05,1.4019225979522432e-05
1998-02-22 19:00:00,1.3323997782554998e-05,1.3528665220421613e-05,1.4008009812904733e-05
1998-02-22 20:00:00,1.3313337874487631e-05,1.3517841556420261e-05,1.3996802620486193e-05
1998-02-22 21:00:00,1.330268649550881e-05,1.3507026552544956e-05,1.3985604395028162e-05
1998-02-22 22:00:00,1.3292043638735152e-05,1.3496220201824459e-05,1.397441512946962e-05
1998-02-22 23:00:00,1.3281409297416503e-05,1.3485422497376827e-05,1.3963234816527505e-05
1998-02-23 00:00:00,1.3270783464669478e-05,1.3474633432230825e-05,1.3952063449096386e-05
1998-02-23 01:00:00,1.3260166133699515e-05,1.346385299954796e-05,1.394090102002643e-05
1998-02-23 02:00:00,1.3249557297756454e-05,1.3453081192314504e-05,1.3929747522123392e-05
1998-02-23 03:00:00,1.3238956950001324e-05,1.3442318003691484e-05,1.3918602948237436e-05
1998-02-23 04:00:00,1.322836508363956e-05,1.343156342679648e-05,1.3907467291307541e-05
1998-02-23 05:00:00,1.3217781691921005e-05,1.3420817454747554e-05,1.3896340544095055e-05
1998-02-23 06:00:00,1.3207206768006685e-05,1.3410080080573946e-05,1.3885222699538959e-05
1998-02-23 07:00:00,1.3196640305146446e-05,1.339935129748157e-05,1.3874113750489415e-05
1998-02-23 08:00:00,1.3186082296545721e-05,1.3388631098544076e-05,1.3863013689840998e-05
1998-02-23 09:00:00,1.3175532735498763e-05,1.3377919476923937e-05,1.385192251044387e-05
1998-02-23 10:00:00,1.316499161521101e-05,1.3367216425782658e-05,1.3840840205237016e-05
1998-02-23 11:00:00,1.3154724516306817e-05,1.3356757480195275e-05,1.3829944332941202e-05
1998-02-23 12:00:00,1.423778457301839e-05,1.4317239950136768e-05,1.4552906919390663e-05
1998-02-23 13:00:00,1.5321977145504862e-05,1.5338828479060892e-05,1.5389714638219347e-05
1998-02-23 14:00:00,1.6824195552848684e-05,1.733041624179033e-05,1.7633909496037685e-05
1998-02-23 15:00:00,1.544232373359568e-05,1.5506273798614596e-05,1.5581472383358133e-05
1998-02-23 16:00:00,3.452770167035767e-05,4.047017235264752e-05,4.352807535473654e-05
1998-02-23 17:00:00,6.861447903400129e-05,8.506931290017775e-05,9.346636446957346e-05
1998-02-23 18:00:00,0.00012342691239676434,0.00015679857848867123,0.00017378904790375438
1998-02-23 19:00:00,0.00011357226276861748,0.00014392066060614896,0.00015938276404913842
1998-02-23 20:00:00,6.392985660811635e-05,7.896055251667272e-05,8.663847470734356e-05
1998-02-23 21:00:00,2.886065687920653e-05,3.306972118316052e-05,3.524876174366191e-05
1998-02-23 22:00:00,1.3181216135551212e-05,1.3365662740750725e-05,1.3804065694146219e-05
1998-02-23 23:00:00,1.302872209483219e-05,1.3228853557928096e-05,1.369757456393117e-05
1998-02-24 00:00:00,1.3018298438405297e-05,1.3218269775345503e-05,1.3686615754116006e-05
1998-02-24 01:00:00,1.3007883122018172e-05,1.3207694460896996e-05,1.3675665712531426e-05
1998-02-24 02:00:00,3.530084917354997e-05,4.1431099515082396e-05,4.457301347751165e-05
1998-02-24 03:00:00,5.8294313972695514e-05,7.14559184530331e-05,7.816209444814989e-05
1998-02-24 04:00:00,0.00010302339558051842,0.00012984599094447992,0.00014347438750582028
1998-02-24 05:00:00,6.257625954687852e-05,7.710158967719856e-05,8.450848181139296e-05
1998-02-24 06:00:00,3.8600187826016665e-05,4.579186888582682e-05,4.9479342363579556e-05
1998-02-24 07:00:00,1.606057752160467e-05,1.637272969421426e-05,1.6574003517808336e-05
1998-02-24 08:00:00,1.5952809508497462e-05,1.623641918130076e-05,1.642340698023699e-05
1998-02-24 09:00:00,1.774414867597102e-05,1.859867197681585e-05,1.9079132475240103e-05
1998-02-24 10:00:00,1.8557571481262688e-05,1.9672480119657072e-05,2.0286645101934526e-05
1998-02-24 11:00:00,1.8804927702491515e-05,1.999951615587825e-05,2.065422481061926e-05
1998-02-24 12:00:00,1.6401559426390023e-05,1.683934142247517e-05,1.7105006791921802e-05
1998-02-24 13:00:00,1.638197284198059e-05,1.681449504069845e-05,1.707699531731437e-05
1998-02-24 14:00:00,1.746439276185428e-05,1.824095518312872e-05,1.86800027706831e-05
1998-02-24 15:00:00,2.1264041051970798e-05,2.3238664613016846e-05,2.429239368238826e-05
1998-02-24 16:00:00,2.255574529341287e-05,2.4935324413405693e-05,2.6196228217730383e-05
1998-02-24 17:00:00,2.515242114625322e-05,2.834437190670973e-05,3.0021043837919534e-05
1998-02-24 18:00:00,2.6466065995836502e-05,3.0063349742036598e-05,3.1946281655149855e-05
1998-02-24 19:00:00,2.2025542502072084e-05,2.4240475746352915e-05,2.541568451987596e-05
1998-02-24 20:00:00,1.7997828629745956e-05,1.8956347344934353e-05,1.948764278116795e-05
1998-02-24 21:00:00,1.5310607611017934e-05,1.543350340103062e-05,1.5536760979996714e-05
1998-02-24 22:00:00,1.4235302427642664e-05,1.4273231083163059e-05,1.4425123771040012e-05
1998-02-24 23:00:00,1.3403785069322599e-05,1.353172787825804e-05,1.3858571655942713e-05
1998-02-25 00:00:00,1.2952120696799219e-05,1.3128359943410667e-05,1.3549051899959721e-05
1998-02-25 01:00:00,1.276040025985914e-05,1.295640982049039e-05,1.3415477029221635e-05
1998-02-25 02:00:00,1.2750191288635193e-05,1.2946044021407643e-05,1.340474392801383e-05
1998-02-25 03:00:00,1.2739990485588494e-05,1.2935686516092559e-05,1.3394019414381121e-05
1998-02-25 04:00:00,1.2729797844235336e-05,1.2925337297797863e-05,1.3383303481528941e-05
1998-02-25 05:00:00,1.2719613358003201e-05,1.291499635995104e-05,1.337259612261832e-05
1998-02-25 06:00:00,1.2709437020408388e-05,1.2904663695936602e-05,1.3361897330677053e-05
1998-02-25 07:00:00,1.2700145666182877e-05,1.2895119081564883e-05,1.3351798635097036e-05
1998-02-25 08:00:00,1.2690882857636454e-05,1.2885600878121156e-05,1.3341722260737563e-05
1998-02-25 09:00:00,1.2682528665568104e-05,1.287689173921679e-05,1.333226191989511e-05
1998-02-25 10:00:00,1.2686175731070183e-05,1.2878858228603879e-05,1.3330904946318972e-05
