run_id,Time,Q_mean_obs,Q_mean_sim,high_flow_freq_obs,high_flow_freq_sim,RR_obs,RR_sim
0,2006-09-30,nan,nan,0.1666666666666666,0.0,nan,nan
0,2006-10-31,0.0009221345888386,0.0004994662135483,0.0,0.0174731182795698,0.0119455640615689,0.0064702113148641
0,2006-11-30,0.0007906167338079,9.335746346250428e-05,0.0,0.0013888888888888,0.0352270264760939,0.0041596714267541
0,2006-12-31,0.0014632257169259,0.0003542172650322,0.0,0.0134408602150537,0.0204775450568411,0.004957198278231
0,2007-01-31,0.0018446465785832,9.40177640481378e-05,0.0,0.0026881720430107,0.0353010678702315,0.0017992213295512
0,2007-02-28,0.0014823798730173,0.0001169662933072,0.0,0.0044642857142857,0.097549060554002,0.0076970500182106
0,2007-03-31,0.0113482332186367,0.0027371091233642,0.0698924731182795,0.032258064516129,0.072909896516098,0.0175853226747243
0,2007-04-30,0.0062504798805029,0.000324261781395,0.1027777777777777,0.0125,0.1446945139494748,0.0075064477845456
0,2007-05-31,0.0210639318892074,0.0042422547652499,0.3575268817204301,0.0510752688172043,0.1012543216659485,0.0203925188729656
0,2007-06-30,0.0590557785706916,0.0963976533095578,0.85,0.5402777777777777,0.1686251403396141,0.2752494033801592
0,2007-07-31,0.0210641297773242,0.0794234229456339,0.581989247311828,0.6088709677419355,0.3225098653320309,1.2160406202006957
0,2007-08-31,0.0275841474059665,0.0061413576310197,0.3064516129032258,0.0188172043010752,0.1803844921410233,0.0401609540807587
0,2007-09-30,0.0073442357644596,0.001836320376318,0.0916666666666666,0.0083333333333333,0.1107501116163926,0.0276914703126564
0,2007-10-31,0.0088138999125712,0.0016915062754977,0.189516129032258,0.0255376344086021,0.1075371727543878,0.0206378339177518
0,2007-11-30,0.0058363000548154,3.746506774870523e-06,0.0,0.0,0.6877949089617346,0.0004415174446043
0,2007-12-31,0.0098838272404518,8.40091626832966e-05,0.1935483870967742,0.0013440860215053,0.2369922542982788,0.0020143533837318
0,2008-01-31,0.006450567381032,2.997561897388832e-07,0.0,0.0,3.5158175495840296,0.0001633791277925
0,2008-02-29,0.011664143219667,0.0002279263182054,0.3922413793103448,0.007183908045977,0.2903838671187841,0.0056743238189184
0,2008-03-31,0.0127112144702108,0.0005610501146286,0.5752688172043011,0.0134408602150537,0.2036476896278417,0.0089886422636745
0,2008-04-30,0.0303943749091412,0.0024058219790029,0.75,0.0291666666666666,0.2449560480507643,0.0193891351953086
