Time,lowerlim,median,upperlim
2006-09-19 00:00:00,0.11900680079101866,0.12388985037274322,0.1335898179417836
2006-09-19 01:00:00,0.11897640963815236,0.12385918312610744,0.13355876306879275
2006-09-19 02:00:00,0.11894603186979542,0.12382852860780219,0.13352771973315372
2006-09-19 03:00:00,0.11891566748005321,0.12379788681254454,0.13349668793058017
2006-09-19 04:00:00,0.11888531646303369,0.12376725773505376,0.1334656676567874
2006-09-19 05:00:00,0.11885497881284739,0.12373664137005128,0.13343465890749237
2006-09-19 06:00:00,0.11879502561561461,0.1236761350918924,0.13337337319813256
2006-09-19 07:00:00,0.11873512462064698,0.12361567846429722,0.13331213250529492
2006-09-19 08:00:00,0.11867527578249101,0.12355527144652259,0.13325093679591327
2006-09-19 09:00:00,0.11861547905573296,0.12349491399785871,0.13318978603694556
2006-09-19 10:00:00,0.11855573439499852,0.12343460607762922,0.13312868019537416
2006-09-19 11:00:00,0.11849604175495292,0.12337434764519119,0.1330676192382057
2006-09-19 12:00:00,0.11843640109030089,0.12331413865993504,0.13300660313247098
2006-09-19 13:00:00,0.11837681235578654,0.1232539790812844,0.13294563184522498
2006-09-19 14:00:00,0.11831727550619343,0.12319386886869631,0.132884705343547
2006-09-19 15:00:00,0.11825779049634451,0.12313380798166103,0.1328238235945404
2006-09-19 16:00:00,0.11819835728110199,0.12307379637970217,0.13276298656533278
2006-09-19 17:00:00,0.11813897581536749,0.12301383402237638,0.13270219422307591
2006-09-19 18:00:00,0.11807964605408176,0.1229539208692736,0.13264144653494564
2006-09-19 19:00:00,0.11802036795222492,0.12289405688001698,0.13258074346814186
2006-09-19 20:00:00,0.11796114146481623,0.12283424201426266,0.13252008498988868
2006-09-19 21:00:00,0.11790196654691408,0.1227744762317,0.13245947106743422
2006-09-19 22:00:00,0.11784284315361601,0.12271475949205138,0.13239890166805068
2006-09-19 23:00:00,0.11778377124005875,0.12265509175507232,0.13233837675903426
2006-09-20 00:00:00,0.11772475076141792,0.12259547298055125,0.13227789630770517
2006-09-20 01:00:00,0.11766578167290831,0.12253590312830964,0.13221746028140774
2006-09-20 02:00:00,0.11760686392978369,0.12247638215820199,0.1321570686475102
2006-09-20 03:00:00,0.11754799748733673,0.12241691003011572,0.13209672137340475
2006-09-20 04:00:00,0.11748918230089907,0.12235748670397108,0.1320364184265076
2006-09-20 05:00:00,0.11743041832584125,0.12229811213972126,0.1319761597742588
2006-09-20 06:00:00,0.11736946339198852,0.12223652070219668,0.13191364575339512
