Time,lowerlim,median,upperlim
1998-02-20 11:00:00,0.5135341861520732,0.5264715773211033,0.5523428654270922
1998-02-20 12:00:00,0.5135473393693476,0.5264847307604595,0.5523560192863065
1998-02-20 13:00:00,0.5135473393694457,0.5264847307605578,0.5523560192864048
1998-02-20 14:00:00,0.5135473393694457,0.5264847307605578,0.5523560192864048
1998-02-20 15:00:00,0.5135473393694457,0.5264847307605578,0.5523560192864048
1998-02-20 16:00:00,0.5136604746848846,0.526597882508827,0.552469202113438
1998-02-20 17:00:00,0.5136604746848846,0.526597882508827,0.552469202113438
1998-02-20 18:00:00,0.5136604746848846,0.526597882508827,0.552469202113438
1998-02-20 19:00:00,0.5136104484551576,0.5265468993733616,0.5524164297835773
1998-02-20 20:00:00,0.5134475540718988,0.5263808855085489,0.5522445833637276
1998-02-20 21:00:00,0.5131841549729494,0.5261124304850846,0.5519666756977185
1998-02-20 22:00:00,0.5128395071739086,0.5257611452516485,0.5516029819628973
1998-02-20 23:00:00,0.5124378073767407,0.5253516778250212,0.5511789945253387
1998-02-21 00:00:00,0.5120067449522706,0.5249122422522987,0.55072390865594
1998-02-21 01:00:00,0.5115747287081992,0.5244717950504654,0.5502677047560638
1998-02-21 02:00:00,0.5111659476762818,0.524055000215471,0.5498359343496865
1998-02-21 03:00:00,0.5108036336953923,0.5236855538194655,0.549453160657596
1998-02-21 04:00:00,0.5105175101715975,0.5233937780795843,0.5491508242441044
1998-02-21 05:00:00,0.5103261454004118,0.5231986233010524,0.5489485885533737
1998-02-21 06:00:00,0.5102234276124304,0.5230938679624779,0.5488400265636804
1998-02-21 07:00:00,0.5105804641851504,0.5234510674330769,0.5491975340949075
1998-02-21 08:00:00,0.5108354542238764,0.5237061406048171,0.54945276443207
1998-02-21 09:00:00,0.5115259437804685,0.524397240391294,0.550145019786993
1998-02-21 10:00:00,0.5115983883547245,0.5244696916862336,0.5502174837810725
1998-02-21 11:00:00,0.5120637879200417,0.5249353687957792,0.5506836860974423
1998-02-21 12:00:00,0.5143602324312287,0.5272385927865846,0.5529998279219223
1998-02-21 13:00:00,0.5159385396606485,0.5288201130508762,0.5545874567870943
1998-02-21 14:00:00,0.5159517951339666,0.5288333687510399,0.5546007129161479
1998-02-21 15:00:00,0.5165897155942778,0.5294718150285731,0.5552401556636378
1998-02-21 16:00:00,0.51672728232155,0.5296094062224912,0.5553777931425884
1998-02-21 17:00:00,0.5169786065590322,0.5298608121548231,0.55562935369145
1998-02-21 18:00:00,0.5190457545256878,0.5319335025421353,0.5577126059706081
1998-02-21 19:00:00,0.519883490035191,0.5327721503889423,0.5585529850846463
1998-02-21 20:00:00,0.5202335956741762,0.5331224155265953,0.5589035523809199
1998-02-21 21:00:00,0.5200777459833454,0.5329639142311486,0.5587400568824602
1998-02-21 22:00:00,0.5204482118007921,0.5333345587186432,0.5591110398797268
1998-02-21 23:00:00,0.5284721237897663,0.541443191172533,0.5673849658215406
1998-02-22 00:00:00,0.5388266904315782,0.5519412606197237,0.5781662827283531
1998-02-22 01:00:00,0.5385015783161199,0.5516118570363686,0.5778286704494084
1998-02-22 02:00:00,0.5379999180587508,0.5511035364790523,0.5773076145214274
1998-02-22 03:00:00,0.5375733231559601,0.5506712411476008,0.5768644234034851
1998-02-22 04:00:00,0.537226610767769,0.5503198708501765,0.5765041527994743
1998-02-22 05:00:00,0.5371936099117351,0.5502864254778332,0.5764698581784229
1998-02-22 06:00:00,0.5373647987135849,0.5504576535342613,0.576641160867835
1998-02-22 07:00:00,0.5373564945160048,0.5504492377924285,0.5766325319772969
1998-02-22 08:00:00,0.5373891979520758,0.5504819426612968,0.5766652395688965
1998-02-22 09:00:00,0.5373891979520758,0.5504819426612968,0.5766652395688965
1998-02-22 10:00:00,0.5373891979520758,0.5504819426612968,0.5766652395688965
1998-02-22 11:00:00,0.5373891979520758,0.5504819426612968,0.5766652395688965
1998-02-22 12:00:00,0.5373891979520758,0.5504819426612968,0.5766652395688965
1998-02-22 13:00:00,0.5373891979520758,0.5504819426612968,0.5766652395688965
1998-02-22 14:00:00,0.5373891979520758,0.5504819426612968,0.5766652395688965
1998-02-22 15:00:00,0.5373891979520758,0.5504819426612968,0.5766652395688965
1998-02-22 16:00:00,0.5373891979520758,0.5504819426612968,0.5766652395688965
1998-02-22 17:00:00,0.5373891979520758,0.5504819426612968,0.5766652395688965
1998-02-22 18:00:00,0.5373891979520758,0.5504819426612968,0.5766652395688965
1998-02-22 19:00:00,0.5373381289286426,0.5504301877876591,0.5766121740876471
1998-02-22 20:00:00,0.5371351383009139,0.5502244662224224,0.5764012344464338
1998-02-22 21:00:00,0.5367993565141556,0.5498841501358752,0.5760522564337541
1998-02-22 22:00:00,0.5363591144657114,0.549437931310292,0.575594623639018
