run_id,Time,Q_mean_obs,Q_mean_sim,high_flow_freq_obs,high_flow_freq_sim,RR_obs,RR_sim
0,1998-02-28,nan,nan,0.0,0.0097560975609756,nan,nan
0,1998-03-31,0.021032679,0.0143461205200788,0.0134408602150537,0.010752688172043,0.1622645521404234,0.1106785693416958
0,1998-04-30,0.011158315,0.0049330155277228,0.0,0.0,0.1612944865711502,0.0713072006652942
0,1998-05-31,0.030842528,0.0044071407891135,0.0094086021505376,0.0013440860215053,0.3102678521497267,0.044334696129958
0,1998-06-30,0.092668454,0.0342364066180297,0.0541666666666666,0.0152777777777777,0.5451682969438284,0.2014126996165025
0,1998-07-31,0.44910921,0.2085404744281045,0.3427419354838709,0.293010752688172,0.7700030367708829,0.3575451026695291
0,1998-08-31,0.180234943,0.2469649576888997,0.1155913978494623,0.5994623655913979,0.7494864984806102,1.0269756702265302
0,1998-09-30,0.046602337,0.1590302091705387,0.0166666666666666,0.0083333333333333,0.4516021856262336,1.5410898822952244
0,1998-10-31,0.052918465,0.1087863983043408,0.0201612903225806,0.0094086021505376,0.4444251815104701,0.913620884738002
0,1998-11-30,0.034651049,0.0622780520164173,0.025,0.0055555555555555,0.2823473808468295,0.5074606795043358
0,1998-12-31,0.031217214,0.0359481077810422,0.0134408602150537,0.0026881720430107,0.4834935485052489,0.5567658341678173
0,1999-01-31,0.01301518,0.0201378186771201,0.0,0.0,0.1333356950335656,0.2063044882801264
0,1999-02-28,0.00596036,0.0099330563073341,0.0,0.0,0.2499328345417941,0.4165179483378983
0,1999-03-31,0.00946227,0.0084010252432692,0.0,0.0040322580645161,0.1141945108835818,0.1013869788724857
0,1999-04-30,0.04120674,0.0172765191825598,0.0222222222222222,0.0138888888888888,0.1918208795937344,0.0804236662719898
0,1999-05-31,0.032602019,0.0065394147052557,0.0188172043010752,0.0,0.7553797780601561,0.1515164330374572
0,1999-06-30,0.03271183,0.0146264166204213,0.0,0.0027777777777777,0.3219044837121599,0.1439329163411431
0,1999-07-31,0.075509791,0.0453518478886482,0.0443548387096774,0.0026881720430107,0.5092056248520186,0.3058333990400371
0,1999-08-31,0.068262812,0.0667867171704358,0.0416666666666666,0.0040322580645161,0.5760145926532276,0.5635590236976307
0,1999-09-30,0.053373315,0.0565176552058873,0.0194444444444444,0.0125,0.50653433781233,0.5363753976012119
0,1999-10-31,0.031858532,0.0370240315343534,0.0134408602150537,0.0080645161290322,0.3400225372656277,0.3951533341873209
0,1999-11-30,0.15153336,0.0631994043181846,0.1236111111111111,0.0347222222222222,0.5452124733321451,0.2273895566061209
0,1999-12-31,0.02435,0.0400542646516875,0.0,0.0,0.4027511457992091,0.6625010670477175
0,2000-01-31,0.017611981,0.0247162366819946,0.0026881720430107,0.0,0.1895704902802459,0.2660387327063511
0,2000-02-29,0.00818183,0.0117734020112481,0.0,0.0,0.2899898333613183,0.4172864612608254
0,2000-03-31,0.007747341,0.0078180170440319,0.0,0.0,0.1356734273516101,0.1369111244047633
0,2000-04-30,0.015681266,0.0074918992692024,0.0097222222222222,0.0055555555555555,0.1474152267415103,0.0704292644161535
0,2000-05-31,0.044158681,0.0069553363467091,0.0443548387096774,0.0040322580645161,0.290252536358316,0.0457170361555297
0,2000-06-30,0.126705216,0.0301986759255113,0.0722222222222222,0.0263888888888888,0.5488808599863517,0.1308192017323405
0,2000-07-31,0.204654451,0.1456139005255007,0.1518817204301075,0.0376344086021505,0.7457282162098777,0.5305938559540259
0,2000-08-31,0.065674597,0.1138023483929177,0.0362903225806451,0.0147849462365591,0.5415713724490473,0.9384464743206132
0,2000-09-30,0.0353444,0.0741158555862328,0.0,0.0,0.5244213959660546,1.099691618750092
0,2000-10-31,0.020829039,0.0430339726772443,0.0,0.0,0.3516000845493067,0.7264256613956929
0,2000-11-30,0.072683281,0.0439445716516848,0.05,0.0166666666666666,0.4436524555624956,0.268233861400836
0,2000-12-31,0.020504738,0.0242906045810292,0.0,0.0013440860215053,0.1583899306693265,0.1876340568460442
0,2001-01-31,0.018182096,0.0135228846500077,0.0067204301075268,0.0,0.2330902367625378,0.1733602322187058
